community_id,parameter_draw_id,residual_realization_id,building_count,log_R_median,log_C_median,log_A_median,Qint_mean,log_tau_p10,log_tau_p50,log_tau_p90,robust_medoid_distance,is_selected_typical
e4_rank_lhs_v1__b035__d02,35,2,6,1.9756565778485258,2.4733241125169654,1.0058858650350848,-0.3116715795125173,3.893859192618141,4.636144192385045,5.134114273108,8.053048978852939,False
e4_rank_lhs_v1__b018__d00,18,0,6,1.9478532346827737,2.3496716980957753,1.396972315499807,-0.193870176552888,3.6085352658931065,4.158900164007697,4.722008533705811,8.15653112867247,False
e4_rank_lhs_v1__b020__d03,20,3,6,1.7815241992333317,2.8716158390627813,0.8716706239218994,0.03656780565769827,3.0200765814796346,4.624011665622026,5.5112589378968,8.180288344200301,False
e4_rank_lhs_v1__b032__d03,32,3,6,2.10032541909264,2.5848192438464728,1.187572533401632,-0.04381106376804202,3.6861141199889866,4.908151707112205,5.8590305393120605,8.328199036231215,False
e4_rank_lhs_v1__b025__d00,25,0,6,1.58829265881841,2.338050137605495,1.3939276100235263,0.04112609407478499,3.2563454531347036,4.212736777562001,4.741857081804317,8.340016650816517,False
e4_rank_lhs_v1__b027__d00,27,0,6,1.6141853275524434,2.8903843807503327,1.4418350922207432,0.19311236344972207,3.2539842922569404,4.736616160537472,5.5480335657237525,8.36190101798969,False
e4_rank_lhs_v1__b032__d00,32,0,6,1.9267698419433956,2.8247765678954675,1.2018159039172733,-0.22349580888745454,3.7408490248870487,4.867000982386543,5.919067689938735,8.41143343237749,False
e4_rank_lhs_v1__b027__d03,27,3,6,1.5078221041679711,2.6586273622801464,1.4017352445682385,0.3006937895092997,3.5836735862972917,4.240445125564177,5.277417825337107,8.507884767382526,False
e4_rank_lhs_v1__b037__d03,37,3,6,1.6992932308905515,2.6804786662704876,1.3012004695649808,-0.07776861109550787,3.8784103961955827,4.134792582859489,6.275201137980872,8.620837133074364,False
e4_rank_lhs_v1__b023__d03,23,3,6,1.9153716793139677,2.675599008233517,0.9079490536633537,-0.23208518851676854,3.9114261933018315,4.120952780270851,5.924198295543147,8.647527445684695,False
e4_rank_lhs_v1__b047__d00,47,0,6,1.9877769136503325,2.5499182679260537,1.515261680358532,-0.49746901001110877,3.7049034838146078,4.817464152096516,5.372294583444312,8.748812248073605,False
e4_rank_lhs_v1__b040__d01,40,1,6,1.9429734077608711,2.4324714042276385,1.7519480593455508,0.1634343674544935,3.706663846796504,4.350050931987344,5.036644095337085,8.81503176284031,False
e4_rank_lhs_v1__b017__d02,17,2,6,1.6191608802501785,2.478217888643645,1.0994880702281928,0.32339861696088706,3.0494313547403826,4.610418676096209,5.076617716358841,8.85140252762527,False
e4_rank_lhs_v1__b020__d02,20,2,6,1.7453548009995798,2.4564953238489364,0.8546598591219883,0.11311048731146474,3.4084556399953225,3.7382062279955237,5.843845908714409,8.954084699922142,False
e4_rank_lhs_v1__b032__d01,32,1,6,2.025302213292233,2.584416824123088,1.1956773450034293,-0.23009110621340187,3.7586103137667726,4.939948348908791,6.020458784629838,9.039022179087734,False
e4_rank_lhs_v1__b049__d00,49,0,6,1.6468816028911348,2.6695931461503744,0.8225783271207316,0.21185422003746765,3.671947151853751,4.53824322232212,5.2652084660816225,9.072135578883794,False
e4_rank_lhs_v1__b035__d03,35,3,6,1.9461789133624898,2.584347857331663,0.7123055667684736,-0.3491139059123067,3.5732395748522183,4.329000417623945,5.8024311775204875,9.075444913771964,False
e4_rank_lhs_v1__b030__d03,30,3,6,1.583594157708766,2.512193972587893,1.802568945479225,-0.3811626516901194,3.5921643318665026,4.042590904451339,5.660182305314439,9.142896337071246,False
e4_rank_lhs_v1__b049__d03,49,3,6,1.825340612749065,2.6868325127212076,0.9793296275136014,0.396277824396477,3.262369677534469,4.646477297248259,5.792990950523816,9.373037646985455,False
e4_rank_lhs_v1__b009__d00,9,0,6,1.7192598587426908,2.5963474336724746,1.8017416284832644,-0.19529809311511523,3.6814444484208724,4.152556995002296,6.164215653590997,9.41444812348438,False
e4_rank_lhs_v1__b011__d03,11,3,6,2.0051191155962043,2.388625507754087,1.4877941963966792,-0.19302015867638847,2.775427773989839,4.953930809814457,5.20658223105866,9.46127317377596,False
e4_rank_lhs_v1__b025__d03,25,3,6,1.536664922047642,2.6345977791476063,1.579054824178234,0.22460838513291947,3.4297306724882617,3.974450758798503,5.095090434249153,9.50375245542236,False
e4_rank_lhs_v1__b042__d01,42,1,6,1.5065432048903311,2.4458706423677286,1.3195349993615335,0.16127798044383915,3.4196463003702937,4.2397762793519735,4.783262642610006,9.534780385400488,False
e4_rank_lhs_v1__b017__d03,17,3,6,1.5771628039934311,2.3597329446861517,1.1357691107620513,0.3637244802963379,3.1799574980806318,3.894561393033813,5.52623948156284,9.916022479889351,False
e4_rank_lhs_v1__b041__d03,41,3,6,2.052611869179953,2.427890935851998,1.08608643767914,-0.40247385451030454,3.699067209538911,4.9031068254599255,5.191087670891815,9.943307012593017,False
e4_rank_lhs_v1__b025__d02,25,2,6,1.737657345999324,2.044714667469076,1.4830904787832406,-0.000151576908046717,2.916177667321124,4.037523306559029,5.157666308751356,9.958852319489122,False
e4_rank_lhs_v1__b047__d01,47,1,6,1.9446916998693973,2.5807792976859396,1.6454195199371557,-0.5852276454199127,3.5318749159818212,4.532646512741578,5.951974044874254,10.161877066322967,False
e4_rank_lhs_v1__b014__d03,14,3,6,1.350709591336217,2.538304329042024,1.4501214735820578,0.09020873129090018,3.6286901140276675,4.3059309869383675,5.176755456267291,10.23434171500727,False
e4_rank_lhs_v1__b025__d01,25,1,6,1.635454074867027,2.1511258812823373,1.4975720095867153,-0.10700809748561947,3.2456431067254474,3.586306762066662,5.603099151449004,10.518439617573405,False
e4_rank_lhs_v1__b041__d00,41,0,6,1.9955587530765762,2.312379417760047,0.7410938089098097,-0.4640307194061341,3.39214418455615,4.47404901302173,5.514108033875963,10.626708384759915,False
e4_rank_lhs_v1__b040__d02,40,2,6,1.539132105847361,2.4087395117763735,1.171822689180663,0.42769298988182286,3.078475566977697,4.330692089256329,5.216922809798275,10.654409776422185,False
e4_rank_lhs_v1__b046__d01,46,1,6,1.8386154037093005,2.8031466032924635,1.1548021354207478,0.06711119041435598,4.211635534289389,4.742139598663227,5.638461276229276,10.779984512462285,False
e4_rank_lhs_v1__b030__d00,30,0,6,1.923150807621687,2.8245079490647624,1.6570422602307375,-0.3785039761490376,3.9715233551551563,4.647437274941579,5.444229584164128,10.81670122207142,False
e4_rank_lhs_v1__b014__d01,14,1,6,1.87643065132929,2.5372866549328448,1.2643144095364116,0.11554588958347277,2.489388023977507,4.413717306262136,6.175523003451981,11.094392189546166,False
e4_rank_lhs_v1__b043__d02,43,2,6,1.999093191576101,2.8116536792179936,1.4680931927772858,-0.5077208567187483,3.7594987979806556,4.753226067685585,5.784416432720593,11.24152685050696,False
e4_rank_lhs_v1__b027__d02,27,2,6,1.6167914692311025,2.783973934397832,1.5863461568904742,0.11244072600024885,4.003960467478297,4.359692986937495,4.991418078224433,11.340377424867427,False
e4_rank_lhs_v1__b023__d00,23,0,6,2.0121779916391493,2.5359258377647853,0.6833017805744608,-0.19073882991613408,3.9811280474215964,4.662871430725331,5.56033965272387,12.269839438924256,False
e4_rank_lhs_v1__b035__d01,35,1,6,1.9565022938004075,2.2379214902759985,0.6930229417397686,-0.45046308352624337,3.2952013983631474,4.372228146764036,5.812033130313156,12.270487133693122,False
e4_rank_lhs_v1__b029__d02,29,2,6,1.6367598814949784,2.0601328400215704,1.68047548958421,0.0038801321562892586,3.2620407165977516,4.11805321880515,4.901688098974561,12.401691698789051,False
e4_rank_lhs_v1__b024__d00,24,0,6,1.481173196832915,2.1189835871655776,1.4794233751292911,0.05679086633586192,3.17157970902032,3.829200118805513,5.182917501381908,12.437273082007495,False
e4_rank_lhs_v1__b002__d03,2,3,6,2.205698289798562,2.6715047271830348,1.545518963425028,-0.14523643913913756,3.36597484372989,5.092578288171437,5.514320356551291,12.565511901435205,False
e4_rank_lhs_v1__b046__d03,46,3,6,1.8991347270942873,3.0230098156952527,1.3043410418169659,-0.1748492180379436,3.6117942985509535,4.8917462185245615,6.092658586525205,12.761808044421914,False
e4_rank_lhs_v1__b029__d00,29,0,6,1.6730825507899891,2.111916691487872,1.6372910069491131,0.13366209126891457,3.3792174962467674,3.6100410531690743,5.222962729610414,13.564290541531458,False
e4_rank_lhs_v1__b018__d01,18,1,6,1.8608854121237886,2.1570741126112787,0.8654706019474607,-0.0988537845301208,2.967946757854456,3.9286438509695802,6.248732767254886,13.702426887982234,False
e4_rank_lhs_v1__b021__d00,21,0,6,1.6482387985780376,2.3878311077093195,0.8925258518753457,0.1810960003947666,2.42643758589559,4.475206337263877,5.139540931925625,14.218867170341227,False
e4_rank_lhs_v1__b029__d01,29,1,6,1.6108840730794132,2.1201840748605782,1.1859859460569746,0.21806805567435453,3.285076056156804,3.8232952532578937,4.812514068214993,14.520923931266953,False
e4_rank_lhs_v1__b032__d02,32,2,6,2.0942845371391683,2.8652638104690333,1.4998517650970724,-0.1969023483345064,3.9929981337458376,5.011737851921625,5.636743157836969,14.553250071260251,False
e4_rank_lhs_v1__b023__d01,23,1,6,1.8970698737939977,2.840241751189388,0.8192068567708652,-0.19051100972900528,3.272987012426186,5.2712363510977145,5.590379760221053,14.558805543163004,False
e4_rank_lhs_v1__b029__d03,29,3,6,1.483438971596542,2.1225323929194357,1.3895799156005166,-0.06925876080269726,2.867603070105561,3.612554181759556,5.397351850738047,14.825000657438148,False
e4_rank_lhs_v1__b046__d02,46,2,6,2.066719158248187,2.791326948846973,1.276551251250456,-0.2521217707723575,4.347886816544407,4.789920231987708,5.51865427257192,15.146180947119328,False
e4_rank_lhs_v1__b002__d01,2,1,6,2.102505948968853,2.8601468314573744,1.2399655110136818,-0.08966678084651958,3.7163135322442082,5.25645263521738,5.331343309013553,15.150393111762286,False
e4_rank_lhs_v1__b021__d03,21,3,6,1.5515025310514365,2.172180327874014,0.6604009731614265,-0.03502560959232681,3.4842942238311103,4.041645566368646,4.837324067886567,16.918821213764208,False
e4_rank_lhs_v1__b023__d02,23,2,6,2.0938920953479627,3.016629131551419,1.068453562043931,-0.18518509735246122,3.75210936987835,4.4866200938707514,6.484110043597149,19.775093101365538,False
e4_rank_lhs_v1__b015__d02,15,2,6,2.0467926539849746,2.7697768457492113,1.5274120569287357,-0.4147632043701808,4.351398570668618,5.108095085576267,5.924367561985823,21.75556200576805,False
e4_rank_lhs_v1__b015__d03,15,3,6,1.9547210405766422,2.945697763983032,1.7763944940039247,-0.27403337118615617,4.52933121056949,5.1099051006038,5.841468389328812,27.47101798204759,False
e4_rank_lhs_v1__b015__d01,15,1,6,2.0116757355642263,3.098140814792382,1.7183734407414901,-0.37314297592514145,3.6850917618962793,5.47882421913138,6.224559092556366,30.99228341714893,False
e4_rank_lhs_v1__b015__d00,15,0,6,2.0476269857707416,3.1900489770022986,1.7071537821284957,-0.3773183650499967,4.021315411237623,5.338078993220508,6.21677319344168,34.46992977995653,False
